ID,Province,Regency,District
1587,BENGKULU,KOTA BENGKULU,SINGARAN PATI
1588,BENGKULU,KOTA BENGKULU,TELUK SEGARA
1589,BENGKULU,KOTA BENGKULU,SUNGAI SERUT
1590,BENGKULU,KOTA BENGKULU,MUARA BANGKA HULU
1591,LAMPUNG,KABUPATEN LAMPUNG BARAT,BALIK BUKIT
1592,LAMPUNG,KABUPATEN LAMPUNG BARAT,SUKAU
1593,LAMPUNG,KABUPATEN LAMPUNG BARAT,LUMBOK SEMINUNG
1594,LAMPUNG,KABUPATEN LAMPUNG BARAT,BELALAU
1595,LAMPUNG,KABUPATEN LAMPUNG BARAT,SEKINCAU
1596,LAMPUNG,KABUPATEN LAMPUNG BARAT,SUOH
1597,LAMPUNG,KABUPATEN LAMPUNG BARAT,BATU BRAK
1598,LAMPUNG,KABUPATEN LAMPUNG BARAT,PAGAR DEWA
1599,LAMPUNG,KABUPATEN LAMPUNG BARAT,BATU KETULIS
1600,LAMPUNG,KABUPATEN LAMPUNG BARAT,BANDAR NEGERI SUOH
1601,LAMPUNG,KABUPATEN LAMPUNG BARAT,SUMBER JAYA
1602,LAMPUNG,KABUPATEN LAMPUNG BARAT,WAY TENONG
1603,LAMPUNG,KABUPATEN LAMPUNG BARAT,GEDUNG SURIAN
1604,LAMPUNG,KABUPATEN LAMPUNG BARAT,KEBUN TEBU
1605,LAMPUNG,KABUPATEN LAMPUNG BARAT,AIR HITAM
1606,LAMPUNG,KABUPATEN TANGGAMUS,WONOSOBO
1607,LAMPUNG,KABUPATEN TANGGAMUS,SEMAKA
1608,LAMPUNG,KABUPATEN TANGGAMUS,BANDAR NEGERI SEMUONG
1609,LAMPUNG,KABUPATEN TANGGAMUS,KOTA AGUNG
1610,LAMPUNG,KABUPATEN TANGGAMUS,PEMATANG SAWA
1611,LAMPUNG,KABUPATEN TANGGAMUS,KOTA AGUNG TIMUR
1612,LAMPUNG,KABUPATEN TANGGAMUS,KOTA AGUNG BARAT
1613,LAMPUNG,KABUPATEN TANGGAMUS,PULAU PANGGUNG
1614,LAMPUNG,KABUPATEN TANGGAMUS,ULUBELU
1615,LAMPUNG,KABUPATEN TANGGAMUS,AIR NANINGAN
1616,LAMPUNG,KABUPATEN TANGGAMUS,TALANG PADANG
1617,LAMPUNG,KABUPATEN TANGGAMUS,SUMBEREJO
1618,LAMPUNG,KABUPATEN TANGGAMUS,GISTING
1619,LAMPUNG,KABUPATEN TANGGAMUS,GUNUNG ALIP
1620,LAMPUNG,KABUPATEN TANGGAMUS,PUGUNG
1621,LAMPUNG,KABUPATEN TANGGAMUS,BULOK
1622,LAMPUNG,KABUPATEN TANGGAMUS,CUKUH BALAK
1623,LAMPUNG,KABUPATEN TANGGAMUS,KELUMBAYAN
1624,LAMPUNG,KABUPATEN TANGGAMUS,LIMAU
1625,LAMPUNG,KABUPATEN TANGGAMUS,KELUMBAYAN BARAT
1626,LAMPUNG,KABUPATEN LAMPUNG SELATAN,NATAR
1627,LAMPUNG,KABUPATEN LAMPUNG SELATAN,JATI AGUNG
1628,LAMPUNG,KABUPATEN LAMPUNG SELATAN,TANJUNG BINTANG
1629,LAMPUNG,KABUPATEN LAMPUNG SELATAN,TANJUNG SARI
1630,LAMPUNG,KABUPATEN LAMPUNG SELATAN,KATIBUNG
1631,LAMPUNG,KABUPATEN LAMPUNG SELATAN,MERBAU MATARAM
1632,LAMPUNG,KABUPATEN LAMPUNG SELATAN,WAY SULAN
1633,LAMPUNG,KABUPATEN LAMPUNG SELATAN,SIDOMULYO
1634,LAMPUNG,KABUPATEN LAMPUNG SELATAN,CANDIPURO
1635,LAMPUNG,KABUPATEN LAMPUNG SELATAN,WAY PANJI
1636,LAMPUNG,KABUPATEN LAMPUNG SELATAN,KALIANDA
1637,LAMPUNG,KABUPATEN LAMPUNG SELATAN,RAJABASA
1638,LAMPUNG,KABUPATEN LAMPUNG SELATAN,PALAS
1639,LAMPUNG,KABUPATEN LAMPUNG SELATAN,SRAGI
1640,LAMPUNG,KABUPATEN LAMPUNG SELATAN,PENENGAHAN
1641,LAMPUNG,KABUPATEN LAMPUNG SELATAN,KETAPANG
1642,LAMPUNG,KABUPATEN LAMPUNG SELATAN,BAKAUHENI
1643,LAMPUNG,KABUPATEN LAMPUNG TIMUR,METRO KIBANG
1644,LAMPUNG,KABUPATEN LAMPUNG TIMUR,BATANGHARI
1645,LAMPUNG,KABUPATEN LAMPUNG TIMUR,SEKAMPUNG
1646,LAMPUNG,KABUPATEN LAMPUNG TIMUR,MARGATIGA
1647,LAMPUNG,KABUPATEN LAMPUNG TIMUR,SEKAMPUNG UDIK
1648,LAMPUNG,KABUPATEN LAMPUNG TIMUR,JABUNG
1649,LAMPUNG,KABUPATEN LAMPUNG TIMUR,PASIR SAKTI
1650,LAMPUNG,KABUPATEN LAMPUNG TIMUR,WAWAY KARYA
1651,LAMPUNG,KABUPATEN LAMPUNG TIMUR,MARGA SEKAMPUNG
1652,LAMPUNG,KABUPATEN LAMPUNG TIMUR,LABUHAN MARINGGAI
1653,LAMPUNG,KABUPATEN LAMPUNG TIMUR,MATARAM BARU
1654,LAMPUNG,KABUPATEN LAMPUNG TIMUR,BANDAR SRIBAWONO
1655,LAMPUNG,KABUPATEN LAMPUNG TIMUR,MELINTING
1656,LAMPUNG,KABUPATEN LAMPUNG TIMUR,GUNUNG PELINDUNG
1657,LAMPUNG,KABUPATEN LAMPUNG TIMUR,WAY JEPARA
1658,LAMPUNG,KABUPATEN LAMPUNG TIMUR,BRAJA SLEBAH
1659,LAMPUNG,KABUPATEN LAMPUNG TIMUR,LABUHAN RATU
1660,LAMPUNG,KABUPATEN LAMPUNG TIMUR,SUKADANA
1661,LAMPUNG,KABUPATEN LAMPUNG TIMUR,BUMI AGUNG
1662,LAMPUNG,KABUPATEN LAMPUNG TIMUR,BATANGHARI NUBAN
1663,LAMPUNG,KABUPATEN LAMPUNG TIMUR,PEKALONGAN
1664,LAMPUNG,KABUPATEN LAMPUNG TIMUR,RAMAN UTARA
1665,LAMPUNG,KABUPATEN LAMPUNG TIMUR,PURBOLINGGO
1666,LAMPUNG,KABUPATEN LAMPUNG TIMUR,WAY BUNGUR
1667,LAMPUNG,KABUPATEN LAMPUNG TENGAH,PADANG RATU
1668,LAMPUNG,KABUPATEN LAMPUNG TENGAH,SELAGAI LINGGA
1669,LAMPUNG,KABUPATEN LAMPUNG TENGAH,PUBIAN
1670,LAMPUNG,KABUPATEN LAMPUNG TENGAH,ANAK TUHA
1671,LAMPUNG,KABUPATEN LAMPUNG TENGAH,ANAK RATU AJI
1672,LAMPUNG,KABUPATEN LAMPUNG TENGAH,KALIREJO
1673,LAMPUNG,KABUPATEN LAMPUNG TENGAH,SENDANG AGUNG
1674,LAMPUNG,KABUPATEN LAMPUNG TENGAH,BANGUNREJO
1675,LAMPUNG,KABUPATEN LAMPUNG TENGAH,GUNUNG SUGIH
1676,LAMPUNG,KABUPATEN LAMPUNG TENGAH,BEKRI
1677,LAMPUNG,KABUPATEN LAMPUNG TENGAH,BUMI RATU NUBAN
1678,LAMPUNG,KABUPATEN LAMPUNG TENGAH,TRIMURJO
1679,LAMPUNG,KABUPATEN LAMPUNG TENGAH,PUNGGUR
1680,LAMPUNG,KABUPATEN LAMPUNG TENGAH,KOTA GAJAH
1681,LAMPUNG,KABUPATEN LAMPUNG TENGAH,SEPUTIH RAMAN
1682,LAMPUNG,KABUPATEN LAMPUNG TENGAH,TERBANGGI BESAR
1683,LAMPUNG,KABUPATEN LAMPUNG TENGAH,SEPUTIH AGUNG
1684,LAMPUNG,KABUPATEN LAMPUNG TENGAH,WAY PENGUBUAN
1685,LAMPUNG,KABUPATEN LAMPUNG TENGAH,TERUSAN NUNYAI
1686,LAMPUNG,KABUPATEN LAMPUNG TENGAH,SEPUTIH MATARAM
1687,LAMPUNG,KABUPATEN LAMPUNG TENGAH,BANDAR MATARAM
1688,LAMPUNG,KABUPATEN LAMPUNG TENGAH,SEPUTIH BANYAK
1689,LAMPUNG,KABUPATEN LAMPUNG TENGAH,WAY SEPUTIH
1690,LAMPUNG,KABUPATEN LAMPUNG TENGAH,RUMBIA
1691,LAMPUNG,KABUPATEN LAMPUNG TENGAH,BUMI NABUNG
1692,LAMPUNG,KABUPATEN LAMPUNG TENGAH,PUTRA RUMBIA
1693,LAMPUNG,KABUPATEN LAMPUNG TENGAH,SEPUTIH SURABAYA
1694,LAMPUNG,KABUPATEN LAMPUNG TENGAH,BANDAR SURABAYA
1695,LAMPUNG,KABUPATEN LAMPUNG UTARA,BUKIT KEMUNING
1696,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG TINGGI
1697,LAMPUNG,KABUPATEN LAMPUNG UTARA,TANJUNG RAJA
1698,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG BARAT
1699,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG TENGAH
1700,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG  KUNANG
1701,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG PEKURUN
1702,LAMPUNG,KABUPATEN LAMPUNG UTARA,KOTABUMI
1703,LAMPUNG,KABUPATEN LAMPUNG UTARA,KOTABUMI UTARA
1704,LAMPUNG,KABUPATEN LAMPUNG UTARA,KOTABUMI SELATAN
1705,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG SELATAN
1706,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG SEMULI
1707,LAMPUNG,KABUPATEN LAMPUNG UTARA,BLAMBANGAN PAGAR
1708,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG TIMUR
1709,LAMPUNG,KABUPATEN LAMPUNG UTARA,ABUNG SURAKARTA
1710,LAMPUNG,KABUPATEN LAMPUNG UTARA,SUNGKAI SELATAN
1711,LAMPUNG,KABUPATEN LAMPUNG UTARA,MUARA SUNGKAI
1712,LAMPUNG,KABUPATEN LAMPUNG UTARA,BUNGA MAYANG
1713,LAMPUNG,KABUPATEN LAMPUNG UTARA,SUNGKAI  BARAT
1714,LAMPUNG,KABUPATEN LAMPUNG UTARA,SUNGKAI JAYA
1715,LAMPUNG,KABUPATEN LAMPUNG UTARA,SUNGKAI UTARA
1716,LAMPUNG,KABUPATEN LAMPUNG UTARA,HULUSUNGKAI
1717,LAMPUNG,KABUPATEN LAMPUNG UTARA,SUNGKAI TENGAH
1718,LAMPUNG,KABUPATEN WAY KANAN,BANJIT
1719,LAMPUNG,KABUPATEN WAY KANAN,BARADATU
1720,LAMPUNG,KABUPATEN WAY KANAN,GUNUNG LABUHAN
1721,LAMPUNG,KABUPATEN WAY KANAN,KASUI
1722,LAMPUNG,KABUPATEN WAY KANAN,REBANG TANGKAS
1723,LAMPUNG,KABUPATEN WAY KANAN,BLAMBANGAN UMPU
1724,LAMPUNG,KABUPATEN WAY KANAN,WAY TUBA
1725,LAMPUNG,KABUPATEN WAY KANAN,NEGERI AGUNG
1726,LAMPUNG,KABUPATEN WAY KANAN,BAHUGA
1727,LAMPUNG,KABUPATEN WAY KANAN,BUAY  BAHUGA
1728,LAMPUNG,KABUPATEN WAY KANAN,BUMI AGUNG
1729,LAMPUNG,KABUPATEN WAY KANAN,PAKUAN RATU
1730,LAMPUNG,KABUPATEN WAY KANAN,NEGARA BATIN
1731,LAMPUNG,KABUPATEN WAY KANAN,NEGERI BESAR
1732,LAMPUNG,KABUPATEN TULANGBAWANG,BANJAR AGUNG
1733,LAMPUNG,KABUPATEN TULANGBAWANG,BANJAR MARGO
1734,LAMPUNG,KABUPATEN TULANGBAWANG,BANJAR BARU
1735,LAMPUNG,KABUPATEN TULANGBAWANG,GEDUNG AJI
1736,LAMPUNG,KABUPATEN TULANGBAWANG,PENAWAR AJI
1737,LAMPUNG,KABUPATEN TULANGBAWANG,MERAKSA AJI
1738,LAMPUNG,KABUPATEN TULANGBAWANG,MENGGALA
1739,LAMPUNG,KABUPATEN TULANGBAWANG,PENAWAR TAMA
1740,LAMPUNG,KABUPATEN TULANGBAWANG,RAWAJITU SELATAN
1741,LAMPUNG,KABUPATEN TULANGBAWANG,GEDUNG MENENG
1742,LAMPUNG,KABUPATEN TULANGBAWANG,RAWAJITU TIMUR
1743,LAMPUNG,KABUPATEN TULANGBAWANG,RAWA PITU
1744,LAMPUNG,KABUPATEN TULANGBAWANG,GEDUNG AJI BARU
1745,LAMPUNG,KABUPATEN TULANGBAWANG,DENTE TELADAS
1746,LAMPUNG,KABUPATEN TULANGBAWANG,MENGGALA TIMUR
1747,LAMPUNG,KABUPATEN PESAWARAN,PUNDUH PIDADA
1748,LAMPUNG,KABUPATEN PESAWARAN,MARGA PUNDUH
1749,LAMPUNG,KABUPATEN PESAWARAN,PADANG CERMIN
1750,LAMPUNG,KABUPATEN PESAWARAN,TELUK PANDAN
1751,LAMPUNG,KABUPATEN PESAWARAN,WAY RATAI
1752,LAMPUNG,KABUPATEN PESAWARAN,KEDONDONG
1753,LAMPUNG,KABUPATEN PESAWARAN,WAY KHILAU
1754,LAMPUNG,KABUPATEN PESAWARAN,WAY LIMA
1755,LAMPUNG,KABUPATEN PESAWARAN,GEDUNG TATAAN
1756,LAMPUNG,KABUPATEN PESAWARAN,NEGERI KATON
1757,LAMPUNG,KABUPATEN PESAWARAN,TEGINENENG
1758,LAMPUNG,KABUPATEN PRINGSEWU,PARDASUKA
1759,LAMPUNG,KABUPATEN PRINGSEWU,AMBARAWA
1760,LAMPUNG,KABUPATEN PRINGSEWU,PAGELARAN
1761,LAMPUNG,KABUPATEN PRINGSEWU,PAGELARAN UTARA
1762,LAMPUNG,KABUPATEN PRINGSEWU,PRINGSEWU
1763,LAMPUNG,KABUPATEN PRINGSEWU,GADING REJO
1764,LAMPUNG,KABUPATEN PRINGSEWU,SUKOHARJO
1765,LAMPUNG,KABUPATEN PRINGSEWU,BANYUMAS
1766,LAMPUNG,KABUPATEN PRINGSEWU,ADI LUWIH
1767,LAMPUNG,KABUPATEN MESUJI,WAY SERDANG
1768,LAMPUNG,KABUPATEN MESUJI,SIMPANG PEMATANG
1769,LAMPUNG,KABUPATEN MESUJI,PANCA JAYA
1770,LAMPUNG,KABUPATEN MESUJI,TANJUNG RAYA
1771,LAMPUNG,KABUPATEN MESUJI,MESUJI
1772,LAMPUNG,KABUPATEN MESUJI,MESUJI TIMUR
1773,LAMPUNG,KABUPATEN MESUJI,RAWAJITU UTARA
1774,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,TULANG BAWANG UDIK
1775,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,TUMI JAJAR
1776,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,TULANG BAWANG TENGAH
1777,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,PAGAR DEWA
1778,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,LAMBU KIBANG
1779,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,GUNUNG TERANG
1780,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,BATU PUTIH
1781,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,GUNUNG AGUNG
1782,LAMPUNG,KABUPATEN TULANG BAWANG BARAT,WAY KENANGA
1783,LAMPUNG,KABUPATEN PESISIR BARAT,LEMONG
1784,LAMPUNG,KABUPATEN PESISIR BARAT,PESISIR UTARA
1785,LAMPUNG,KABUPATEN PESISIR BARAT,PULAU PISANG
1786,LAMPUNG,KABUPATEN PESISIR BARAT,KARYA PENGGAWA
1787,LAMPUNG,KABUPATEN PESISIR BARAT,WAY KRUI
1788,LAMPUNG,KABUPATEN PESISIR BARAT,PESISIR TENGAH
1789,LAMPUNG,KABUPATEN PESISIR BARAT,KRUI SELATAN
1790,LAMPUNG,KABUPATEN PESISIR BARAT,PESISIR SELATAN
1791,LAMPUNG,KABUPATEN PESISIR BARAT,NGAMBUR
1792,LAMPUNG,KABUPATEN PESISIR BARAT,BENGKUNAT
1793,LAMPUNG,KABUPATEN PESISIR BARAT,BENGKUNAT BELIMBING
1794,LAMPUNG,KOTA BANDAR LAMPUNG,TELUK BETUNG BARAT
1795,LAMPUNG,KOTA BANDAR LAMPUNG,TELUKBETUNG TIMUR
1796,LAMPUNG,KOTA BANDAR LAMPUNG,TELUK BETUNG SELATAN
1797,LAMPUNG,KOTA BANDAR LAMPUNG,BUMI WARAS
1798,LAMPUNG,KOTA BANDAR LAMPUNG,PANJANG
1799,LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNG KARANG TIMUR
1800,LAMPUNG,KOTA BANDAR LAMPUNG,KEDAMAIAN
1801,LAMPUNG,KOTA BANDAR LAMPUNG,TELUK BETUNG UTARA
1802,LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNG KARANG PUSAT
1803,LAMPUNG,KOTA BANDAR LAMPUNG,ENGGAL
1804,LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNG KARANG BARAT
1805,LAMPUNG,KOTA BANDAR LAMPUNG,KEMILING
1806,LAMPUNG,KOTA BANDAR LAMPUNG,LANGKAPURA
1807,LAMPUNG,KOTA BANDAR LAMPUNG,KEDATON
1808,LAMPUNG,KOTA BANDAR LAMPUNG,RAJABASA
1809,LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNG SENANG
1810,LAMPUNG,KOTA BANDAR LAMPUNG,LABUHAN RATU
1811,LAMPUNG,KOTA BANDAR LAMPUNG,SUKARAME
1812,LAMPUNG,KOTA BANDAR LAMPUNG,SUKABUMI
1813,LAMPUNG,KOTA BANDAR LAMPUNG,WAY HALIM
1814,LAMPUNG,KOTA METRO,METRO SELATAN
1815,LAMPUNG,KOTA METRO,METRO BARAT
1816,LAMPUNG,KOTA METRO,METRO TIMUR
1817,LAMPUNG,KOTA METRO,METRO PUSAT
1818,LAMPUNG,KOTA METRO,METRO UTARA
1819,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,MENDO BARAT
1820,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,MERAWANG
1821,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,PUDING BESAR
1822,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,SUNGAI LIAT
1823,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,PEMALI
1824,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,BAKAM
1825,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,BELINYU
1826,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA,RIAU SILIP
1827,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG,MEMBALONG
1828,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG,TANJUNG PANDAN
1829,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG,BADAU
1830,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG,SIJUK
1831,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG,SELAT NASIK
1832,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,KELAPA
1833,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,TEMPILANG
1834,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,MENTOK
1835,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,SIMPANG TERITIP
1836,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,JEBUS
1837,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT,PARITTIGA
1838,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH,KOBA
1839,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH,LUBUK BESAR
1840,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH,PANGKALAN BARU
1841,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH,NAMANG
1842,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH,SUNGAI SELAN
1843,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH,SIMPANG KATIS
1844,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,PAYUNG
1845,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,PULAU BESAR
1846,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,SIMPANG RIMBA
1847,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,TOBOALI
1848,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,TUKAK SADAI
1849,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,AIR GEGAS
1850,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,LEPAR PONGOK
1851,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN,KEPULAUAN PONGOK
1852,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,DENDANG
1853,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,SIMPANG PESAK
1854,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,GANTUNG
1855,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,SIMPANG RENGGIANG
1856,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,MANGGAR
1857,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,DAMAR
1858,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR,KELAPA KAMPIT
1859,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,RANGKUI
1860,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,BUKIT INTAN
1861,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,GIRIMAYA
1862,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,PANGKAL BALAM
1863,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,GABEK
1864,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,TAMAN SARI
1865,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG,GERUNGGANG
1866,KEPULAUAN RIAU,KABUPATEN KARIMUN,MORO
1867,KEPULAUAN RIAU,KABUPATEN KARIMUN,DURAI
1868,KEPULAUAN RIAU,KABUPATEN KARIMUN,KUNDUR
1869,KEPULAUAN RIAU,KABUPATEN KARIMUN,KUNDUR UTARA
1870,KEPULAUAN RIAU,KABUPATEN KARIMUN,KUNDUR BARAT
1871,KEPULAUAN RIAU,KABUPATEN KARIMUN,UNGAR
1872,KEPULAUAN RIAU,KABUPATEN KARIMUN,BELAT
1873,KEPULAUAN RIAU,KABUPATEN KARIMUN,KARIMUN
1874,KEPULAUAN RIAU,KABUPATEN KARIMUN,BURU
1875,KEPULAUAN RIAU,KABUPATEN KARIMUN,MERAL
1876,KEPULAUAN RIAU,KABUPATEN KARIMUN,TEBING
1877,KEPULAUAN RIAU,KABUPATEN KARIMUN,MERAL BARAT
1878,KEPULAUAN RIAU,KABUPATEN BINTAN,TELUK BINTAN
1879,KEPULAUAN RIAU,KABUPATEN BINTAN,BINTAN UTARA
1880,KEPULAUAN RIAU,KABUPATEN BINTAN,TELUK SEBONG
1881,KEPULAUAN RIAU,KABUPATEN BINTAN,SERI KUALA LOBAM
1882,KEPULAUAN RIAU,KABUPATEN BINTAN,BINTAN TIMUR
1883,KEPULAUAN RIAU,KABUPATEN BINTAN,GUNUNG KIJANG
1884,KEPULAUAN RIAU,KABUPATEN BINTAN,MANTANG
1885,KEPULAUAN RIAU,KABUPATEN BINTAN,BINTAN PESISIR
1886,KEPULAUAN RIAU,KABUPATEN BINTAN,TOAPAYA
1887,KEPULAUAN RIAU,KABUPATEN BINTAN,TAMBELAN
1888,KEPULAUAN RIAU,KABUPATEN NATUNA,MIDAI
1889,KEPULAUAN RIAU,KABUPATEN NATUNA,SUAK MIDAI
1890,KEPULAUAN RIAU,KABUPATEN NATUNA,BUNGURAN BARAT
1891,KEPULAUAN RIAU,KABUPATEN NATUNA,BUNGURAN UTARA
1892,KEPULAUAN RIAU,KABUPATEN NATUNA,PULAU LAUT
1893,KEPULAUAN RIAU,KABUPATEN NATUNA,PULAU TIGA
1894,KEPULAUAN RIAU,KABUPATEN NATUNA,BUNGURAN BATUBI
1895,KEPULAUAN RIAU,KABUPATEN NATUNA,PULAU TIGA BARAT
1896,KEPULAUAN RIAU,KABUPATEN NATUNA,BUNGURAN TIMUR
1897,KEPULAUAN RIAU,KABUPATEN NATUNA,BUNGURAN TIMUR LAUT
1898,KEPULAUAN RIAU,KABUPATEN NATUNA,BUNGURAN TENGAH
1899,KEPULAUAN RIAU,KABUPATEN NATUNA,BUNGURAN SELATAN
1900,KEPULAUAN RIAU,KABUPATEN NATUNA,SERASAN
1901,KEPULAUAN RIAU,KABUPATEN NATUNA,SUBI
1902,KEPULAUAN RIAU,KABUPATEN NATUNA,SERASAN TIMUR
1903,KEPULAUAN RIAU,KABUPATEN LINGGA,SINGKEP BARAT
1904,KEPULAUAN RIAU,KABUPATEN LINGGA,KEPULAUAN POSEK
1905,KEPULAUAN RIAU,KABUPATEN LINGGA,SINGKEP
1906,KEPULAUAN RIAU,KABUPATEN LINGGA,SINGKEP SELATAN
1907,KEPULAUAN RIAU,KABUPATEN LINGGA,SINGKEP PESISIR
1908,KEPULAUAN RIAU,KABUPATEN LINGGA,LINGGA
1909,KEPULAUAN RIAU,KABUPATEN LINGGA,SELAYAR
1910,KEPULAUAN RIAU,KABUPATEN LINGGA,LINGGA TIMUR
1911,KEPULAUAN RIAU,KABUPATEN LINGGA,LINGGA UTARA
1912,KEPULAUAN RIAU,KABUPATEN LINGGA,SENAYANG
1913,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,JEMAJA
1914,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,JEMAJA TIMUR
1915,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,SIANTAN SELATAN
1916,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,SIANTAN
1917,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,SIANTAN TIMUR
1918,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,SIANTAN TENGAH
1919,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS,PALMATAK
1920,KEPULAUAN RIAU,KOTA B A T A M,BELAKANG PADANG
1921,KEPULAUAN RIAU,KOTA B A T A M,BULANG
1922,KEPULAUAN RIAU,KOTA B A T A M,GALANG
1923,KEPULAUAN RIAU,KOTA B A T A M,SEI BEDUK
1924,KEPULAUAN RIAU,KOTA B A T A M,SAGULUNG
1925,KEPULAUAN RIAU,KOTA B A T A M,NONGSA
1926,KEPULAUAN RIAU,KOTA B A T A M,BATAM KOTA
1927,KEPULAUAN RIAU,KOTA B A T A M,SEKUPANG
1928,KEPULAUAN RIAU,KOTA B A T A M,BATU AJI
1929,KEPULAUAN RIAU,KOTA B A T A M,LUBUK BAJA
1930,KEPULAUAN RIAU,KOTA B A T A M,BATU AMPAR
1931,KEPULAUAN RIAU,KOTA B A T A M,BENGKONG
1932,KEPULAUAN RIAU,KOTA TANJUNG PINANG,BUKIT BESTARI
1933,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TANJUNGPINANG TIMUR
1934,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TANJUNGPINANG KOTA
1935,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TANJUNGPINANG BARAT
